CODLOC,sexo,tramo,personas,sexo_label,tramo_label
10833,1,55-59,60,varones,55-59
10833,1,60-64,58,varones,60-64
10833,1,65-69,36,varones,65-69
10833,1,70-74,19,varones,70-74
10833,1,75-79,14,varones,75-79
10833,1,80-84,1,varones,80-84
10833,1,85-89,4,varones,85-89
10833,1,90-94,1,varones,90-94
10833,1,+95,0,varones,+95
10833,2,0-4,150,mujeres,0-4
10833,2,5-9,142,mujeres,5-9
10833,2,10-14,147,mujeres,10-14
10833,2,15-19,140,mujeres,15-19
10833,2,20-24,134,mujeres,20-24
10833,2,25-29,117,mujeres,25-29
10833,2,30-34,130,mujeres,30-34
10833,2,35-39,115,mujeres,35-39
10833,2,40-44,76,mujeres,40-44
10833,2,45-49,61,mujeres,45-49
10833,2,50-54,72,mujeres,50-54
10833,2,55-59,59,mujeres,55-59
10833,2,60-64,38,mujeres,60-64
10833,2,65-69,14,mujeres,65-69
10833,2,70-74,9,mujeres,70-74
10833,2,75-79,9,mujeres,75-79
10833,2,80-84,4,mujeres,80-84
10833,2,85-89,3,mujeres,85-89
10833,2,90-94,2,mujeres,90-94
10833,2,+95,0,mujeres,+95
10900,1,0-4,164,varones,0-4
10900,1,5-9,177,varones,5-9
10900,1,10-14,172,varones,10-14
10900,1,15-19,221,varones,15-19
10900,1,20-24,239,varones,20-24
10900,1,25-29,240,varones,25-29
10900,1,30-34,274,varones,30-34
10900,1,35-39,279,varones,35-39
10900,1,40-44,231,varones,40-44
10900,1,45-49,180,varones,45-49
10900,1,50-54,178,varones,50-54
10900,1,55-59,183,varones,55-59
10900,1,60-64,168,varones,60-64
10900,1,65-69,120,varones,65-69
10900,1,70-74,125,varones,70-74
10900,1,75-79,51,varones,75-79
10900,1,80-84,47,varones,80-84
10900,1,85-89,17,varones,85-89
10900,1,90-94,5,varones,90-94
10900,1,+95,0,varones,+95
10900,2,0-4,139,mujeres,0-4
10900,2,5-9,155,mujeres,5-9
10900,2,10-14,162,mujeres,10-14
10900,2,15-19,143,mujeres,15-19
10900,2,20-24,119,mujeres,20-24
10900,2,25-29,162,mujeres,25-29
10900,2,30-34,147,mujeres,30-34
10900,2,35-39,175,mujeres,35-39
10900,2,40-44,146,mujeres,40-44
10900,2,45-49,136,mujeres,45-49
10900,2,50-54,124,mujeres,50-54
10900,2,55-59,126,mujeres,55-59
10900,2,60-64,111,mujeres,60-64
10900,2,65-69,93,mujeres,65-69
10900,2,70-74,61,mujeres,70-74
10900,2,75-79,38,mujeres,75-79
10900,2,80-84,28,mujeres,80-84
10900,2,85-89,11,mujeres,85-89
10900,2,90-94,8,mujeres,90-94
10900,2,+95,2,mujeres,+95
10924,1,0-4,107,varones,0-4
10924,1,5-9,95,varones,5-9
10924,1,10-14,108,varones,10-14
10924,1,15-19,104,varones,15-19
10924,1,20-24,74,varones,20-24
10924,1,25-29,98,varones,25-29
10924,1,30-34,83,varones,30-34
10924,1,35-39,66,varones,35-39
10924,1,40-44,51,varones,40-44
10924,1,45-49,58,varones,45-49
10924,1,50-54,52,varones,50-54
10924,1,55-59,37,varones,55-59
10924,1,60-64,22,varones,60-64
10924,1,65-69,20,varones,65-69
10924,1,70-74,11,varones,70-74
10924,1,75-79,9,varones,75-79
10924,1,80-84,6,varones,80-84
10924,1,85-89,4,varones,85-89
10924,1,90-94,0,varones,90-94
10924,1,+95,0,varones,+95
10924,2,0-4,98,mujeres,0-4
10924,2,5-9,90,mujeres,5-9
10924,2,10-14,90,mujeres,10-14
10924,2,15-19,86,mujeres,15-19
10924,2,20-24,102,mujeres,20-24
10924,2,25-29,81,mujeres,25-29
10924,2,30-34,83,mujeres,30-34
10924,2,35-39,57,mujeres,35-39
10924,2,40-44,48,mujeres,40-44
10924,2,45-49,64,mujeres,45-49
10924,2,50-54,59,mujeres,50-54
10924,2,55-59,42,mujeres,55-59
10924,2,60-64,18,mujeres,60-64
10924,2,65-69,23,mujeres,65-69
10924,2,70-74,14,mujeres,70-74
10924,2,75-79,6,mujeres,75-79
10924,2,80-84,5,mujeres,80-84
10924,2,85-89,1,mujeres,85-89
10924,2,90-94,1,mujeres,90-94
10924,2,+95,0,mujeres,+95
10925,1,0-4,29,varones,0-4
10925,1,5-9,43,varones,5-9
10925,1,10-14,48,varones,10-14
10925,1,15-19,40,varones,15-19
10925,1,20-24,31,varones,20-24
10925,1,25-29,42,varones,25-29
10925,1,30-34,29,varones,30-34
10925,1,35-39,46,varones,35-39
10925,1,40-44,36,varones,40-44
10925,1,45-49,36,varones,45-49
10925,1,50-54,32,varones,50-54
10925,1,55-59,15,varones,55-59
10925,1,60-64,20,varones,60-64
10925,1,65-69,12,varones,65-69
10925,1,70-74,13,varones,70-74
10925,1,75-79,10,varones,75-79
10925,1,80-84,3,varones,80-84
10925,1,85-89,1,varones,85-89
10925,1,90-94,0,varones,90-94
10925,1,+95,0,varones,+95
10925,2,0-4,33,mujeres,0-4
10925,2,5-9,43,mujeres,5-9
10925,2,10-14,42,mujeres,10-14
10925,2,15-19,49,mujeres,15-19
10925,2,20-24,33,mujeres,20-24
10925,2,25-29,30,mujeres,25-29
10925,2,30-34,39,mujeres,30-34
10925,2,35-39,41,mujeres,35-39
10925,2,40-44,40,mujeres,40-44
10925,2,45-49,33,mujeres,45-49
10925,2,50-54,21,mujeres,50-54
10925,2,55-59,18,mujeres,55-59
10925,2,60-64,21,mujeres,60-64
10925,2,65-69,9,mujeres,65-69
10925,2,70-74,7,mujeres,70-74
10925,2,75-79,1,mujeres,75-79
10925,2,80-84,6,mujeres,80-84
10925,2,85-89,3,mujeres,85-89
10925,2,90-94,1,mujeres,90-94
10925,2,+95,0,mujeres,+95
10926,1,0-4,2,varones,0-4
10926,1,5-9,3,varones,5-9
10926,1,10-14,8,varones,10-14
10926,1,15-19,3,varones,15-19
10926,1,20-24,3,varones,20-24
10926,1,25-29,1,varones,25-29
10926,1,30-34,4,varones,30-34
10926,1,35-39,1,varones,35-39
10926,1,40-44,4,varones,40-44
10926,1,45-49,2,varones,45-49
10926,1,50-54,5,varones,50-54
10926,1,55-59,13,varones,55-59
10926,1,60-64,7,varones,60-64
10926,1,65-69,4,varones,65-69
10926,1,70-74,5,varones,70-74
10926,1,75-79,2,varones,75-79
10926,1,80-84,0,varones,80-84
10926,1,85-89,1,varones,85-89
10926,1,90-94,1,varones,90-94
10926,1,+95,0,varones,+95
10926,2,0-4,4,mujeres,0-4
10926,2,5-9,1,mujeres,5-9
10926,2,10-14,7,mujeres,10-14
10926,2,15-19,4,mujeres,15-19
10926,2,20-24,3,mujeres,20-24
10926,2,25-29,1,mujeres,25-29
10926,2,30-34,4,mujeres,30-34
10926,2,35-39,2,mujeres,35-39
10926,2,40-44,6,mujeres,40-44
10926,2,45-49,5,mujeres,45-49
10926,2,50-54,7,mujeres,50-54
10926,2,55-59,5,mujeres,55-59
10926,2,60-64,5,mujeres,60-64
10926,2,65-69,7,mujeres,65-69
10926,2,70-74,1,mujeres,70-74
10926,2,75-79,2,mujeres,75-79
10926,2,80-84,4,mujeres,80-84
10926,2,85-89,3,mujeres,85-89
10926,2,90-94,1,mujeres,90-94
10926,2,+95,0,mujeres,+95
10929,1,0-4,9,varones,0-4
10929,1,5-9,3,varones,5-9
10929,1,10-14,7,varones,10-14
10929,1,15-19,8,varones,15-19
10929,1,20-24,8,varones,20-24
10929,1,25-29,8,varones,25-29
10929,1,30-34,5,varones,30-34
10929,1,35-39,6,varones,35-39
10929,1,40-44,5,varones,40-44
10929,1,45-49,4,varones,45-49
10929,1,50-54,5,varones,50-54
10929,1,55-59,5,varones,55-59
10929,1,60-64,9,varones,60-64
10929,1,65-69,3,varones,65-69
10929,1,70-74,5,varones,70-74
10929,1,75-79,2,varones,75-79
10929,1,80-84,0,varones,80-84
10929,1,85-89,0,varones,85-89
10929,1,90-94,0,varones,90-94
10929,1,+95,0,varones,+95
10929,2,0-4,10,mujeres,0-4
10929,2,5-9,12,mujeres,5-9
10929,2,10-14,9,mujeres,10-14
10929,2,15-19,8,mujeres,15-19
10929,2,20-24,6,mujeres,20-24
10929,2,25-29,7,mujeres,25-29
10929,2,30-34,9,mujeres,30-34
10929,2,35-39,8,mujeres,35-39
10929,2,40-44,2,mujeres,40-44
10929,2,45-49,6,mujeres,45-49
10929,2,50-54,5,mujeres,50-54
10929,2,55-59,4,mujeres,55-59
10929,2,60-64,7,mujeres,60-64
10929,2,65-69,3,mujeres,65-69
10929,2,70-74,8,mujeres,70-74
10929,2,75-79,0,mujeres,75-79
10929,2,80-84,3,mujeres,80-84
10929,2,85-89,0,mujeres,85-89
10929,2,90-94,1,mujeres,90-94
10929,2,+95,0,mujeres,+95
10931,1,0-4,8,varones,0-4
10931,1,5-9,22,varones,5-9
10931,1,10-14,10,varones,10-14
10931,1,15-19,20,varones,15-19
10931,1,20-24,11,varones,20-24
10931,1,25-29,6,varones,25-29
10931,1,30-34,8,varones,30-34
10931,1,35-39,9,varones,35-39
10931,1,40-44,9,varones,40-44
10931,1,45-49,14,varones,45-49
10931,1,50-54,7,varones,50-54
10931,1,55-59,7,varones,55-59
10931,1,60-64,5,varones,60-64
10931,1,65-69,5,varones,65-69
10931,1,70-74,2,varones,70-74
10931,1,75-79,4,varones,75-79
10931,1,80-84,2,varones,80-84
10931,1,85-89,2,varones,85-89
10931,1,90-94,0,varones,90-94
10931,1,+95,0,varones,+95
10931,2,0-4,6,mujeres,0-4
10931,2,5-9,16,mujeres,5-9
10931,2,10-14,18,mujeres,10-14
10931,2,15-19,6,mujeres,15-19
10931,2,20-24,12,mujeres,20-24
10931,2,25-29,6,mujeres,25-29
10931,2,30-34,8,mujeres,30-34
10931,2,35-39,9,mujeres,35-39
10931,2,40-44,11,mujeres,40-44
10931,2,45-49,10,mujeres,45-49
10931,2,50-54,4,mujeres,50-54
10931,2,55-59,3,mujeres,55-59
10931,2,60-64,6,mujeres,60-64
10931,2,65-69,8,mujeres,65-69
10931,2,70-74,9,mujeres,70-74
10931,2,75-79,3,mujeres,75-79
10931,2,80-84,5,mujeres,80-84
10931,2,85-89,1,mujeres,85-89
10931,2,90-94,1,mujeres,90-94
10931,2,+95,0,mujeres,+95
10934,1,0-4,16,varones,0-4
10934,1,5-9,14,varones,5-9
10934,1,10-14,13,varones,10-14
10934,1,15-19,9,varones,15-19
10934,1,20-24,10,varones,20-24
10934,1,25-29,19,varones,25-29
10934,1,30-34,21,varones,30-34
10934,1,35-39,23,varones,35-39
10934,1,40-44,14,varones,40-44
10934,1,45-49,12,varones,45-49
10934,1,50-54,8,varones,50-54
10934,1,55-59,9,varones,55-59
10934,1,60-64,12,varones,60-64
10934,1,65-69,9,varones,65-69
10934,1,70-74,5,varones,70-74
10934,1,75-79,3,varones,75-79
10934,1,80-84,4,varones,80-84
10934,1,85-89,0,varones,85-89
10934,1,90-94,0,varones,90-94
10934,1,+95,0,varones,+95
10934,2,0-4,15,mujeres,0-4
10934,2,5-9,5,mujeres,5-9
10934,2,10-14,9,mujeres,10-14
10934,2,15-19,15,mujeres,15-19
10934,2,20-24,9,mujeres,20-24
10934,2,25-29,23,mujeres,25-29
10934,2,30-34,23,mujeres,30-34
10934,2,35-39,19,mujeres,35-39
10934,2,40-44,11,mujeres,40-44
10934,2,45-49,15,mujeres,45-49
10934,2,50-54,7,mujeres,50-54
10934,2,55-59,14,mujeres,55-59
10934,2,60-64,7,mujeres,60-64
10934,2,65-69,5,mujeres,65-69
10934,2,70-74,5,mujeres,70-74
10934,2,75-79,3,mujeres,75-79
10934,2,80-84,5,mujeres,80-84
10934,2,85-89,1,mujeres,85-89
10934,2,90-94,0,mujeres,90-94
10934,2,+95,0,mujeres,+95
10935,1,0-4,0,varones,0-4
10935,1,5-9,3,varones,5-9
10935,1,10-14,3,varones,10-14
10935,1,15-19,3,varones,15-19
10935,1,20-24,3,varones,20-24
10935,1,25-29,1,varones,25-29
10935,1,30-34,3,varones,30-34
10935,1,35-39,1,varones,35-39
10935,1,40-44,8,varones,40-44
10935,1,45-49,0,varones,45-49
10935,1,50-54,1,varones,50-54
10935,1,55-59,3,varones,55-59
10935,1,60-64,4,varones,60-64
10935,1,65-69,0,varones,65-69
10935,1,70-74,3,varones,70-74
10935,1,75-79,4,varones,75-79
10935,1,80-84,0,varones,80-84
10935,1,85-89,0,varones,85-89
10935,1,90-94,0,varones,90-94
10935,1,+95,0,varones,+95
10935,2,0-4,2,mujeres,0-4
10935,2,5-9,2,mujeres,5-9
10935,2,10-14,6,mujeres,10-14
10935,2,15-19,5,mujeres,15-19
10935,2,20-24,5,mujeres,20-24
10935,2,25-29,0,mujeres,25-29
10935,2,30-34,4,mujeres,30-34
10935,2,35-39,6,mujeres,35-39
10935,2,40-44,3,mujeres,40-44
10935,2,45-49,3,mujeres,45-49
10935,2,50-54,0,mujeres,50-54
10935,2,55-59,2,mujeres,55-59
10935,2,60-64,2,mujeres,60-64
10935,2,65-69,2,mujeres,65-69
10935,2,70-74,1,mujeres,70-74
10935,2,75-79,2,mujeres,75-79
10935,2,80-84,0,mujeres,80-84
10935,2,85-89,0,mujeres,85-89
10935,2,90-94,0,mujeres,90-94
10935,2,+95,0,mujeres,+95
10936,1,0-4,43,varones,0-4
10936,1,5-9,62,varones,5-9
10936,1,10-14,43,varones,10-14
10936,1,15-19,51,varones,15-19
10936,1,20-24,49,varones,20-24
10936,1,25-29,51,varones,25-29
10936,1,30-34,67,varones,30-34
10936,1,35-39,74,varones,35-39
10936,1,40-44,49,varones,40-44
10936,1,45-49,48,varones,45-49
10936,1,50-54,43,varones,50-54
10936,1,55-59,36,varones,55-59
10936,1,60-64,21,varones,60-64
10936,1,65-69,23,varones,65-69
10936,1,70-74,15,varones,70-74
10936,1,75-79,16,varones,75-79
10936,1,80-84,1,varones,80-84
10936,1,85-89,2,varones,85-89
10936,1,90-94,1,varones,90-94
10936,1,+95,0,varones,+95
10936,2,0-4,51,mujeres,0-4
10936,2,5-9,56,mujeres,5-9
10936,2,10-14,49,mujeres,10-14
10936,2,15-19,41,mujeres,15-19
10936,2,20-24,44,mujeres,20-24
10936,2,25-29,66,mujeres,25-29
10936,2,30-34,73,mujeres,30-34
10936,2,35-39,60,mujeres,35-39
10936,2,40-44,60,mujeres,40-44
10936,2,45-49,35,mujeres,45-49
10936,2,50-54,33,mujeres,50-54
10936,2,55-59,29,mujeres,55-59
10936,2,60-64,27,mujeres,60-64
10936,2,65-69,30,mujeres,65-69
10936,2,70-74,18,mujeres,70-74
10936,2,75-79,15,mujeres,75-79
10936,2,80-84,5,mujeres,80-84
10936,2,85-89,7,mujeres,85-89
10936,2,90-94,2,mujeres,90-94
10936,2,+95,0,mujeres,+95
10939,1,0-4,18,varones,0-4
10939,1,5-9,12,varones,5-9
10939,1,10-14,11,varones,10-14
10939,1,15-19,9,varones,15-19
10939,1,20-24,10,varones,20-24
10939,1,25-29,9,varones,25-29
10939,1,30-34,7,varones,30-34
10939,1,35-39,8,varones,35-39
10939,1,40-44,13,varones,40-44
10939,1,45-49,16,varones,45-49
10939,1,50-54,11,varones,50-54
10939,1,55-59,6,varones,55-59
10939,1,60-64,3,varones,60-64
10939,1,65-69,6,varones,65-69
10939,1,70-74,6,varones,70-74
10939,1,75-79,3,varones,75-79
10939,1,80-84,1,varones,80-84
10939,1,85-89,0,varones,85-89
10939,1,90-94,0,varones,90-94
10939,1,+95,1,varones,+95
10939,2,0-4,10,mujeres,0-4
10939,2,5-9,7,mujeres,5-9
10939,2,10-14,7,mujeres,10-14
10939,2,15-19,9,mujeres,15-19
10939,2,20-24,12,mujeres,20-24
10939,2,25-29,12,mujeres,25-29
10939,2,30-34,12,mujeres,30-34
10939,2,35-39,14,mujeres,35-39
10939,2,40-44,14,mujeres,40-44
10939,2,45-49,5,mujeres,45-49
10939,2,50-54,5,mujeres,50-54
10939,2,55-59,8,mujeres,55-59
10939,2,60-64,6,mujeres,60-64
10939,2,65-69,11,mujeres,65-69
10939,2,70-74,4,mujeres,70-74
10939,2,75-79,1,mujeres,75-79
10939,2,80-84,0,mujeres,80-84
10939,2,85-89,1,mujeres,85-89
10939,2,90-94,0,mujeres,90-94
10939,2,+95,0,mujeres,+95
10940,1,0-4,27,varones,0-4
10940,1,5-9,28,varones,5-9
10940,1,10-14,48,varones,10-14
10940,1,15-19,42,varones,15-19
10940,1,20-24,42,varones,20-24
10940,1,25-29,26,varones,25-29
10940,1,30-34,22,varones,30-34
10940,1,35-39,25,varones,35-39
10940,1,40-44,27,varones,40-44
10940,1,45-49,35,varones,45-49
10940,1,50-54,25,varones,50-54
10940,1,55-59,20,varones,55-59
10940,1,60-64,17,varones,60-64
10940,1,65-69,24,varones,65-69
10940,1,70-74,20,varones,70-74
10940,1,75-79,18,varones,75-79
10940,1,80-84,7,varones,80-84
10940,1,85-89,1,varones,85-89
10940,1,90-94,0,varones,90-94
10940,1,+95,1,varones,+95
10940,2,0-4,26,mujeres,0-4
10940,2,5-9,34,mujeres,5-9
10940,2,10-14,36,mujeres,10-14
10940,2,15-19,39,mujeres,15-19
10940,2,20-24,27,mujeres,20-24
10940,2,25-29,29,mujeres,25-29
10940,2,30-34,28,mujeres,30-34
10940,2,35-39,29,mujeres,35-39
10940,2,40-44,31,mujeres,40-44
10940,2,45-49,33,mujeres,45-49
10940,2,50-54,21,mujeres,50-54
10940,2,55-59,29,mujeres,55-59
10940,2,60-64,31,mujeres,60-64
10940,2,65-69,31,mujeres,65-69
10940,2,70-74,26,mujeres,70-74
10940,2,75-79,18,mujeres,75-79
10940,2,80-84,10,mujeres,80-84
10940,2,85-89,7,mujeres,85-89
10940,2,90-94,4,mujeres,90-94
10940,2,+95,0,mujeres,+95
10942,1,0-4,13,varones,0-4
10942,1,5-9,9,varones,5-9
10942,1,10-14,10,varones,10-14
10942,1,15-19,8,varones,15-19
10942,1,20-24,5,varones,20-24
10942,1,25-29,5,varones,25-29
10942,1,30-34,9,varones,30-34
10942,1,35-39,23,varones,35-39
10942,1,40-44,14,varones,40-44
10942,1,45-49,17,varones,45-49
10942,1,50-54,15,varones,50-54
10942,1,55-59,9,varones,55-59
10942,1,60-64,7,varones,60-64
10942,1,65-69,4,varones,65-69
10942,1,70-74,3,varones,70-74
10942,1,75-79,4,varones,75-79
10942,1,80-84,3,varones,80-84
10942,1,85-89,0,varones,85-89
10942,1,90-94,1,varones,90-94
10942,1,+95,0,varones,+95
10942,2,0-4,13,mujeres,0-4
10942,2,5-9,15,mujeres,5-9
10942,2,10-14,15,mujeres,10-14
10942,2,15-19,12,mujeres,15-19
10942,2,20-24,6,mujeres,20-24
10942,2,25-29,6,mujeres,25-29
10942,2,30-34,18,mujeres,30-34
10942,2,35-39,23,mujeres,35-39
10942,2,40-44,18,mujeres,40-44
10942,2,45-49,12,mujeres,45-49
10942,2,50-54,5,mujeres,50-54
10942,2,55-59,9,mujeres,55-59
10942,2,60-64,8,mujeres,60-64
10942,2,65-69,4,mujeres,65-69
10942,2,70-74,6,mujeres,70-74
10942,2,75-79,4,mujeres,75-79
10942,2,80-84,5,mujeres,80-84
10942,2,85-89,0,mujeres,85-89
10942,2,90-94,1,mujeres,90-94
10942,2,+95,0,mujeres,+95
10944,1,0-4,183,varones,0-4
10944,1,5-9,167,varones,5-9
10944,1,10-14,147,varones,10-14
10944,1,15-19,122,varones,15-19
10944,1,20-24,106,varones,20-24
10944,1,25-29,130,varones,25-29
10944,1,30-34,135,varones,30-34
10944,1,35-39,137,varones,35-39
10944,1,40-44,96,varones,40-44
10944,1,45-49,85,varones,45-49
10944,1,50-54,72,varones,50-54
10944,1,55-59,43,varones,55-59
10944,1,60-64,41,varones,60-64
10944,1,65-69,33,varones,65-69
10944,1,70-74,12,varones,70-74
10944,1,75-79,20,varones,75-79
10944,1,80-84,2,varones,80-84
10944,1,85-89,2,varones,85-89
10944,1,90-94,2,varones,90-94
10944,1,+95,0,varones,+95
10944,2,0-4,147,mujeres,0-4
10944,2,5-9,144,mujeres,5-9
10944,2,10-14,142,mujeres,10-14
10944,2,15-19,113,mujeres,15-19
10944,2,20-24,114,mujeres,20-24
10944,2,25-29,122,mujeres,25-29
10944,2,30-34,122,mujeres,30-34
10944,2,35-39,94,mujeres,35-39
10944,2,40-44,74,mujeres,40-44
10944,2,45-49,67,mujeres,45-49
10944,2,50-54,48,mujeres,50-54
10944,2,55-59,35,mujeres,55-59
10944,2,60-64,25,mujeres,60-64
10944,2,65-69,17,mujeres,65-69
10944,2,70-74,14,mujeres,70-74
10944,2,75-79,14,mujeres,75-79
10944,2,80-84,9,mujeres,80-84
10944,2,85-89,1,mujeres,85-89
10944,2,90-94,1,mujeres,90-94
10944,2,+95,0,mujeres,+95
10945,1,0-4,10,varones,0-4
10945,1,5-9,7,varones,5-9
10945,1,10-14,3,varones,10-14
10945,1,15-19,7,varones,15-19
10945,1,20-24,9,varones,20-24
10945,1,25-29,12,varones,25-29
10945,1,30-34,4,varones,30-34
10945,1,35-39,8,varones,35-39
10945,1,40-44,5,varones,40-44
10945,1,45-49,7,varones,45-49
10945,1,50-54,6,varones,50-54
10945,1,55-59,6,varones,55-59
10945,1,60-64,5,varones,60-64
10945,1,65-69,6,varones,65-69
10945,1,70-74,5,varones,70-74
10945,1,75-79,4,varones,75-79
10945,1,80-84,3,varones,80-84
10945,1,85-89,1,varones,85-89
10945,1,90-94,0,varones,90-94
10945,1,+95,0,varones,+95
10945,2,0-4,7,mujeres,0-4
10945,2,5-9,7,mujeres,5-9
10945,2,10-14,10,mujeres,10-14
10945,2,15-19,14,mujeres,15-19
10945,2,20-24,9,mujeres,20-24
10945,2,25-29,11,mujeres,25-29
10945,2,30-34,11,mujeres,30-34
10945,2,35-39,5,mujeres,35-39
10945,2,40-44,9,mujeres,40-44
10945,2,45-49,7,mujeres,45-49
10945,2,50-54,6,mujeres,50-54
10945,2,55-59,9,mujeres,55-59
10945,2,60-64,12,mujeres,60-64
10945,2,65-69,2,mujeres,65-69
10945,2,70-74,5,mujeres,70-74
10945,2,75-79,4,mujeres,75-79
10945,2,80-84,2,mujeres,80-84
10945,2,85-89,1,mujeres,85-89
10945,2,90-94,2,mujeres,90-94
10945,2,+95,0,mujeres,+95
10947,1,0-4,1,varones,0-4
10947,1,5-9,1,varones,5-9
10947,1,10-14,9,varones,10-14
10947,1,15-19,2,varones,15-19
10947,1,20-24,1,varones,20-24
10947,1,25-29,5,varones,25-29
10947,1,30-34,2,varones,30-34
10947,1,35-39,10,varones,35-39
10947,1,40-44,8,varones,40-44
10947,1,45-49,7,varones,45-49
10947,1,50-54,5,varones,50-54
10947,1,55-59,1,varones,55-59
10947,1,60-64,2,varones,60-64
10947,1,65-69,4,varones,65-69
10947,1,70-74,3,varones,70-74
10947,1,75-79,3,varones,75-79
10947,1,80-84,2,varones,80-84
10947,1,85-89,0,varones,85-89
10947,1,90-94,0,varones,90-94
10947,1,+95,0,varones,+95
10947,2,0-4,4,mujeres,0-4
10947,2,5-9,6,mujeres,5-9
10947,2,10-14,8,mujeres,10-14
10947,2,15-19,6,mujeres,15-19
10947,2,20-24,2,mujeres,20-24
10947,2,25-29,5,mujeres,25-29
10947,2,30-34,7,mujeres,30-34
10947,2,35-39,6,mujeres,35-39
10947,2,40-44,8,mujeres,40-44
10947,2,45-49,9,mujeres,45-49
10947,2,50-54,7,mujeres,50-54
10947,2,55-59,2,mujeres,55-59
10947,2,60-64,5,mujeres,60-64
10947,2,65-69,3,mujeres,65-69
10947,2,70-74,2,mujeres,70-74
10947,2,75-79,3,mujeres,75-79
10947,2,80-84,0,mujeres,80-84
10947,2,85-89,0,mujeres,85-89
10947,2,90-94,0,mujeres,90-94
10947,2,+95,0,mujeres,+95
10948,1,0-4,9,varones,0-4
10948,1,5-9,8,varones,5-9
10948,1,10-14,11,varones,10-14
10948,1,15-19,6,varones,15-19
10948,1,20-24,4,varones,20-24
10948,1,25-29,4,varones,25-29
10948,1,30-34,9,varones,30-34
10948,1,35-39,14,varones,35-39
10948,1,40-44,18,varones,40-44
10948,1,45-49,9,varones,45-49
10948,1,50-54,7,varones,50-54
10948,1,55-59,5,varones,55-59
10948,1,60-64,11,varones,60-64
10948,1,65-69,6,varones,65-69
10948,1,70-74,2,varones,70-74
10948,1,75-79,1,varones,75-79
10948,1,80-84,0,varones,80-84
10948,1,85-89,0,varones,85-89
10948,1,90-94,0,varones,90-94
10948,1,+95,0,varones,+95
10948,2,0-4,9,mujeres,0-4
10948,2,5-9,7,mujeres,5-9
10948,2,10-14,7,mujeres,10-14
10948,2,15-19,13,mujeres,15-19
10948,2,20-24,6,mujeres,20-24
10948,2,25-29,9,mujeres,25-29
10948,2,30-34,9,mujeres,30-34
10948,2,35-39,10,mujeres,35-39
10948,2,40-44,5,mujeres,40-44
10948,2,45-49,10,mujeres,45-49
10948,2,50-54,12,mujeres,50-54
10948,2,55-59,2,mujeres,55-59
10948,2,60-64,4,mujeres,60-64
10948,2,65-69,4,mujeres,65-69
10948,2,70-74,2,mujeres,70-74
10948,2,75-79,1,mujeres,75-79
10948,2,80-84,0,mujeres,80-84
10948,2,85-89,0,mujeres,85-89
10948,2,90-94,0,mujeres,90-94
10948,2,+95,0,mujeres,+95
10953,1,0-4,36,varones,0-4
10953,1,5-9,39,varones,5-9
10953,1,10-14,48,varones,10-14
10953,1,15-19,37,varones,15-19
10953,1,20-24,29,varones,20-24
10953,1,25-29,33,varones,25-29
10953,1,30-34,36,varones,30-34
10953,1,35-39,34,varones,35-39
10953,1,40-44,44,varones,40-44
10953,1,45-49,26,varones,45-49
10953,1,50-54,34,varones,50-54
10953,1,55-59,25,varones,55-59
10953,1,60-64,32,varones,60-64
10953,1,65-69,30,varones,65-69
10953,1,70-74,17,varones,70-74
10953,1,75-79,11,varones,75-79
10953,1,80-84,9,varones,80-84
10953,1,85-89,1,varones,85-89
10953,1,90-94,1,varones,90-94
10953,1,+95,1,varones,+95
10953,2,0-4,36,mujeres,0-4
10953,2,5-9,44,mujeres,5-9
10953,2,10-14,53,mujeres,10-14
10953,2,15-19,39,mujeres,15-19
10953,2,20-24,33,mujeres,20-24
10953,2,25-29,31,mujeres,25-29
10953,2,30-34,28,mujeres,30-34
10953,2,35-39,33,mujeres,35-39
10953,2,40-44,39,mujeres,40-44
10953,2,45-49,35,mujeres,45-49
10953,2,50-54,24,mujeres,50-54
10953,2,55-59,19,mujeres,55-59
10953,2,60-64,19,mujeres,60-64
10953,2,65-69,28,mujeres,65-69
10953,2,70-74,17,mujeres,70-74
10953,2,75-79,10,mujeres,75-79
10953,2,80-84,10,mujeres,80-84
10953,2,85-89,8,mujeres,85-89
10953,2,90-94,0,mujeres,90-94
10953,2,+95,2,mujeres,+95
10954,1,0-4,25,varones,0-4
10954,1,5-9,33,varones,5-9
10954,1,10-14,28,varones,10-14
10954,1,15-19,19,varones,15-19
10954,1,20-24,10,varones,20-24
10954,1,25-29,14,varones,25-29
10954,1,30-34,15,varones,30-34
10954,1,35-39,24,varones,35-39
10954,1,40-44,15,varones,40-44
10954,1,45-49,19,varones,45-49
10954,1,50-54,22,varones,50-54
10954,1,55-59,16,varones,55-59
10954,1,60-64,17,varones,60-64
10954,1,65-69,22,varones,65-69
10954,1,70-74,13,varones,70-74
10954,1,75-79,8,varones,75-79
10954,1,80-84,4,varones,80-84
10954,1,85-89,2,varones,85-89
10954,1,90-94,0,varones,90-94
10954,1,+95,0,varones,+95
10954,2,0-4,20,mujeres,0-4
10954,2,5-9,32,mujeres,5-9
10954,2,10-14,14,mujeres,10-14
10954,2,15-19,13,mujeres,15-19
10954,2,20-24,15,mujeres,20-24
10954,2,25-29,16,mujeres,25-29
10954,2,30-34,22,mujeres,30-34
10954,2,35-39,27,mujeres,35-39
10954,2,40-44,20,mujeres,40-44
10954,2,45-49,14,mujeres,45-49
